"Time","Level_mm","Battery_vott","AccumulatedRainfall_mm","Rainfall_mm"
2018-05-31 00:11:31,0.3939844674,12.57828,244.348,0.254
2018-05-31 00:43:24,0.3871325636,12.57828,244.348,0
2018-05-31 01:11:21,0.3837066117,12.56362,245.11,0.762
2018-05-31 01:44:10,0.3700028042,12.56362,245.364,0.254
2018-05-31 02:45:30,0.3665768523,12.54896,245.364,0
2018-05-31 03:11:22,0.3700028042,12.54896,245.364,0
2018-05-31 03:41:19,0.3665768523,12.5343,245.364,0
2018-05-31 04:57:25,0.3631509004,12.51964,245.364,0
2018-05-31 05:14:13,0.3597249485,12.51964,245.364,0
2018-05-31 05:41:25,0.3597249485,12.50498,245.364,0
2018-05-31 07:11:20,0.3631509004,12.51964,245.364,0
2018-05-31 07:41:21,0.3597249485,12.59294,245.364,0
2018-05-31 09:13:02,0.3631509004,12.65158,245.364,0
2018-05-31 09:41:13,0.3562989966,12.79818,245.618,0.254
2018-05-31 10:59:27,0.3562989966,12.9741,246.38,0.762
2018-05-31 11:17:16,0.3562989966,12.94478,247.396,1.016
2018-05-31 11:43:20,0.3528730447,13.07672,247.65,0.254
2018-05-31 12:11:40,0.3597249485,13.22332,248.158,0.508
2018-05-31 12:52:35,0.3631509004,13.06206,248.92,0.762
2018-05-31 13:11:17,0.3665768523,13.07672,249.174,0.254
2018-05-31 13:43:48,0.3665768523,13.31128,249.428,0.254
2018-05-31 14:56:34,0.3700028042,13.23798,249.428,0
2018-05-31 15:11:51,0.3734287561,13.17934,249.428,0
2018-05-31 15:41:13,0.3734287561,13.1207,249.428,0
2018-05-31 17:15:58,0.3837066117,12.78352,249.682,0.254
2018-05-31 17:42:53,0.3871325636,12.72488,249.682,0
2018-05-31 18:12:08,0.3905585155,12.6809,249.682,0
2018-05-31 19:11:35,0.3871325636,12.6809,249.682,0
2018-05-31 19:41:22,0.3905585155,12.69556,249.682,0
2018-05-31 20:15:18,0.3939844674,12.6809,249.682,0
2018-05-31 21:15:18,0.4008363712,12.6809,250.444,0.762
2018-05-31 21:41:20,0.407688275,12.6809,250.952,0.508
2018-05-31 22:11:52,0.4042623231,12.6809,251.206,0.254
2018-05-31 23:20:01,0.3974104193,12.65158,252.73,1.524
2018-05-31 23:43:41,0.4008363712,12.65158,254.762,2.032
2018-06-01 00:11:21,0.4042623231,12.65158,256.286,1.524
2018-06-01 00:43:22,0.4111142268,12.63692,257.302,1.016
2018-06-01 01:11:23,0.4145401787,12.63692,257.81,0.508
2018-06-01 01:41:21,0.4213920825,12.63692,258.064,0.254
2018-06-01 02:47:37,0.4248180344,12.6076,259.08,1.016
2018-06-01 03:11:23,0.4179661306,12.6076,259.334,0.254
2018-06-01 03:41:55,0.4111142268,12.6076,259.334,0
2018-06-01 04:51:54,0.4008363712,12.57828,259.334,0
2018-06-01 05:11:28,0.3974104193,12.57828,259.334,0
2018-06-01 05:41:23,0.3939844674,12.57828,259.334,0
2018-06-01 06:55:28,0.3871325636,12.57828,259.334,0
2018-06-01 07:12:10,0.3837066117,12.57828,259.334,0
2018-06-01 07:41:23,0.3837066117,12.69556,259.334,0
2018-06-01 08:59:42,0.3802806598,12.69556,259.334,0
2018-06-01 09:15:42,0.3700028042,12.73954,259.334,0
2018-06-01 09:42:45,0.3700028042,12.87148,259.588,0.254
2018-06-01 11:11:21,0.3631509004,12.91546,259.588,0
2018-06-01 11:41:10,0.3665768523,13.0474,259.588,0
2018-06-01 12:46:27,0.3597249485,13.06206,259.588,0
2018-06-01 13:11:18,0.3528730447,13.1207,259.588,0
2018-06-01 13:41:14,0.3528730447,13.07672,259.588,0
2018-06-01 14:49:57,0.3494470928,13.0474,259.842,0.254
2018-06-01 15:14:04,0.3562989966,13.01808,259.842,0
2018-06-01 15:41:37,0.3494470928,12.9741,259.842,0
2018-06-01 17:11:12,0.3528730447,12.76886,259.842,0
2018-06-01 17:41:17,0.3562989966,12.79818,259.842,0
2018-06-01 19:14:26,0.3631509004,12.6809,259.842,0
2018-06-01 19:41:18,0.3631509004,12.69556,259.842,0
2018-06-01 20:11:40,0.3700028042,12.6809,259.842,0
2018-06-01 21:17:27,0.3700028042,12.6809,259.842,0
2018-06-01 21:43:04,0.3734287561,12.66624,259.842,0
2018-06-01 22:12:32,0.3665768523,12.66624,259.842,0
2018-06-01 23:13:38,0.3665768523,12.63692,259.842,0
2018-06-01 23:41:18,0.3665768523,12.63692,259.842,0
2018-06-02 00:15:35,0.3597249485,12.63692,259.842,0
2018-06-02 00:46:18,0.3528730447,12.62226,259.842,0
2018-06-02 01:12:51,0.3494470928,12.62226,259.842,0
2018-06-02 02:41:51,0.342595189,12.57828,259.842,0
2018-06-02 03:11:22,0.3391692371,12.57828,259.842,0
2018-06-02 04:45:17,0.3391692371,12.5343,259.842,0
2018-06-02 05:11:18,0.3391692371,12.5343,260.096,0.254
2018-06-02 05:41:22,0.342595189,12.5343,260.096,0
2018-06-02 06:50:52,0.342595189,12.5343,260.096,0
2018-06-02 07:14:50,0.3460211409,12.56362,260.096,0
2018-06-02 07:42:37,0.342595189,12.56362,260.35,0.254
2018-06-02 08:53:25,0.3528730447,12.62226,262.128,1.778
2018-06-02 09:11:15,0.3528730447,12.73954,262.382,0.254
2018-06-02 09:41:20,0.3494470928,12.81284,262.382,0
2018-06-02 10:57:04,0.3494470928,13.28196,262.382,0
2018-06-02 11:13:20,0.3460211409,13.13536,262.382,0
2018-06-02 11:41:12,0.3460211409,13.0474,262.382,0
2018-06-02 12:48:24,0.3528730447,13.13536,262.382,0
2018-06-02 13:13:12,0.3562989966,13.47254,262.382,0
2018-06-02 13:41:17,0.3631509004,13.22332,262.382,0
2018-06-02 14:51:49,0.3768547079,13.32594,262.382,0
2018-06-02 15:11:08,0.4933370722,13.42856,262.382,0
2018-06-02 15:41:21,0.3939844674,13.67778,262.382,0
2018-06-02 16:47:40,0.407688275,13.194,262.382,0
2018-06-02 17:12:03,0.4111142268,13.20866,262.382,0
2018-06-02 17:41:15,0.4179661306,12.94478,262.382,0
2018-06-02 18:59:40,0.4282439863,12.81284,262.382,0
2018-06-02 19:11:23,0.4350958901,12.79818,262.382,0
2018-06-02 19:42:43,0.4350958901,12.7542,262.382,0
2018-06-02 21:11:53,0.438521842,12.72488,262.382,0
2018-06-02 21:41:17,0.4453737457,12.72488,262.382,0
2018-06-02 23:15:42,0.4350958901,12.69556,262.382,0
2018-06-02 23:41:18,0.4316699382,12.6809,262.382,0
2018-06-03 00:12:22,0.4248180344,12.69556,262.382,0
2018-06-03 00:41:19,0.4179661306,12.69556,262.382,0
2018-06-03 01:11:18,0.4179661306,12.6809,262.382,0
2018-06-03 02:27:27,0.4042623231,12.6809,262.636,0.254
2018-06-03 02:43:37,0.4008363712,12.66624,262.636,0
2018-06-03 03:11:19,0.4008363712,12.66624,262.636,0
2018-06-03 04:41:23,0.3939844674,12.63692,262.636,0
2018-06-03 05:11:29,0.3939844674,12.63692,262.636,0
2018-06-03 06:43:39,0.3905585155,12.63692,262.636,0
2018-06-03 07:11:17,0.3905585155,12.6809,262.636,0
2018-06-03 07:41:16,0.3905585155,12.76886,262.636,0
2018-06-03 08:47:33,0.3939844674,12.79818,262.636,0
2018-06-03 09:12:25,0.3837066117,12.87148,262.636,0
2018-06-03 09:41:20,0.3905585155,12.91546,262.636,0
2018-06-03 10:50:47,0.3871325636,13.69244,262.636,0
2018-06-03 11:11:30,0.3871325636,13.23798,262.636,0
2018-06-03 11:43:27,0.3871325636,13.13536,262.636,0
2018-06-03 12:42:05,0.3837066117,13.31128,262.636,0
2018-06-03 13:11:13,0.3837066117,13.42856,262.636,0
2018-06-03 15:11:15,0.3939844674,13.61914,262.89,0.254
2018-06-03 15:42:46,0.4008363712,13.39924,262.89,0
2018-06-03 16:49:37,0.4042623231,13.47254,262.89,0
2018-06-03 17:11:13,0.4042623231,13.4872,262.89,0
2018-06-03 17:42:42,0.4111142268,12.95944,262.89,0
2018-06-03 18:53:27,0.4213920825,12.79818,262.89,0
2018-06-03 19:11:25,0.4282439863,12.78352,262.89,0
2018-06-03 19:41:14,0.4282439863,12.76886,262.89,0
2018-06-03 20:56:52,0.4248180344,12.76886,262.89,0
2018-06-03 21:13:44,0.4316699382,12.73954,262.89,0
2018-06-03 21:41:22,0.4282439863,12.73954,262.89,0
2018-06-03 23:12:01,0.4248180344,12.69556,262.89,0
2018-06-03 23:44:13,0.4213920825,12.72488,263.652,0.762
2018-06-04 00:14:32,0.4179661306,12.69556,263.652,0
2018-06-04 00:42:19,0.4179661306,12.69556,264.668,1.016
2018-06-04 01:11:19,0.4111142268,12.69556,265.684,1.016
2018-06-04 02:29:40,0.407688275,12.69556,266.954,1.27
2018-06-04 02:41:37,0.4042623231,12.69556,267.462,0.508
2018-06-04 03:13:51,0.4042623231,12.69556,267.462,0
2018-06-04 04:41:33,0.407688275,12.65158,267.97,0.508
2018-06-04 05:11:21,0.4042623231,12.65158,267.97,0
2018-06-04 06:45:40,0.4042623231,12.63692,268.732,0.762
2018-06-04 07:11:44,0.4111142268,12.65158,268.986,0.254
2018-06-04 07:44:49,0.407688275,12.6809,270.51,1.524
2018-06-04 08:48:47,0.407688275,12.69556,271.526,1.016
2018-06-04 09:11:15,0.4042623231,12.72488,272.034,0.508
2018-06-04 09:45:35,0.4008363712,12.73954,272.034,0
2018-06-04 10:53:40,0.407688275,12.6809,272.288,0.254
2018-06-04 11:11:14,0.4042623231,12.9008,273.812,1.524
2018-06-04 11:41:20,0.4008363712,13.0474,275.336,1.524
2018-06-04 12:28:37,0.4008363712,13.0474,275.59,0.254
2018-06-04 12:44:53,0.3939844674,13.10604,276.352,0.762
2018-06-04 13:11:16,0.3939844674,13.194,276.606,0.254
2018-06-04 13:42:40,0.3939844674,13.10604,276.606,0
2018-06-04 14:41:43,0.3939844674,13.194,277.114,0.508
2018-06-04 15:11:14,0.3974104193,13.03274,278.892,1.778
2018-06-04 16:43:33,0.4042623231,12.78352,281.432,2.54
2018-06-04 17:11:12,0.407688275,12.85682,282.194,0.762
2018-06-04 17:41:17,0.4145401787,12.7542,282.194,0
2018-06-04 18:47:16,0.4213920825,12.6809,282.194,0
2018-06-04 19:12:17,0.4282439863,12.69556,282.194,0
2018-06-04 19:41:21,0.4282439863,12.69556,282.194,0
2018-06-04 20:52:06,0.4282439863,12.65158,282.956,0.762
2018-06-04 21:11:24,0.4282439863,12.63692,282.956,0
2018-06-04 21:43:50,0.4282439863,12.62226,283.21,0.254
2018-06-04 22:57:23,0.4145401787,12.6076,283.718,0.508
2018-06-04 23:12:20,0.407688275,12.6076,283.718,0
2018-06-04 23:41:17,0.4008363712,12.6076,283.718,0
2018-06-05 00:20:11,0.3974104193,12.59294,283.718,0
2018-06-05 00:41:16,0.3939844674,12.59294,283.972,0.254
2018-06-05 01:13:46,0.3905585155,12.59294,284.226,0.254
2018-06-05 02:23:20,0.3802806598,12.57828,284.48,0.254
2018-06-05 02:41:18,0.3802806598,12.59294,284.734,0.254
2018-06-05 03:11:24,0.3802806598,12.57828,284.734,0
2018-06-05 04:44:05,0.3768547079,12.56362,284.988,0.254
2018-06-05 05:11:19,0.3768547079,12.56362,285.242,0.254
2018-06-05 06:41:24,0.3768547079,12.57828,285.242,0
2018-06-05 07:11:23,0.3768547079,12.62226,285.242,0
2018-06-05 08:43:09,0.3768547079,12.66624,285.242,0
2018-06-05 09:11:48,0.3734287561,12.81284,285.242,0
2018-06-05 09:41:22,0.3665768523,12.78352,285.242,0
2018-06-05 10:46:50,0.3631509004,12.95944,285.242,0
2018-06-05 11:12:52,0.3631509004,13.06206,285.242,0
2018-06-05 11:41:14,0.3562989966,13.16468,285.242,0
2018-06-05 12:22:11,0.3597249485,13.32594,285.242,0
2018-06-05 12:41:12,0.3562989966,13.31128,285.242,0
2018-06-05 13:13:21,0.3528730447,13.36992,285.242,0
2018-06-05 14:26:03,0.3460211409,13.66312,285.242,0
2018-06-05 14:43:01,0.3597249485,13.61914,285.242,0
2018-06-05 15:11:14,0.3597249485,13.69244,285.242,0
2018-06-05 16:44:21,0.3734287561,13.06206,285.242,0
2018-06-05 17:11:30,0.3802806598,12.88614,285.242,0
2018-06-05 17:41:51,0.3837066117,12.93012,285.242,0
2018-06-05 18:41:35,0.3871325636,12.78352,285.496,0.254
2018-06-05 19:11:13,0.3905585155,12.7542,285.496,0
2018-06-05 19:44:43,0.3974104193,12.71022,285.496,0
2018-06-05 20:45:36,0.4008363712,12.7542,285.75,0.254
2018-06-05 21:11:15,0.3939844674,12.72488,286.766,1.016
2018-06-05 21:41:20,0.4008363712,12.72488,287.782,1.016
2018-06-05 22:49:35,0.3939844674,12.6809,290.068,2.286
2018-06-05 23:14:00,0.3939844674,12.6809,292.608,2.54
2018-06-05 23:41:25,0.3939844674,12.6809,294.132,1.524
2018-06-06 00:15:20,0.3939844674,12.69556,295.148,1.016
2018-06-06 00:41:18,0.3939844674,12.69556,296.164,1.016
2018-06-06 01:11:28,0.3939844674,12.69556,296.418,0.254
2018-06-06 02:17:28,0.3974104193,12.69556,297.18,0.762
2018-06-06 02:43:07,0.4008363712,12.6809,297.434,0.254
2018-06-06 03:11:21,0.4042623231,12.6809,297.434,0
2018-06-06 04:21:32,0.4042623231,12.66624,298.704,1.27
2018-06-06 04:41:31,0.4008363712,12.66624,298.958,0.254
2018-06-06 05:14:32,0.3974104193,12.65158,298.958,0
2018-06-06 06:25:11,0.4008363712,12.63692,298.958,0
2018-06-06 06:41:40,0.4008363712,12.66624,298.958,0
2018-06-06 07:11:20,0.3939844674,12.69556,298.958,0
2018-06-06 08:29:27,0.3871325636,12.72488,299.212,0.254
2018-06-06 08:45:19,0.3837066117,12.6809,299.212,0
2018-06-06 09:13:22,0.3768547079,12.84216,299.212,0
2018-06-06 10:41:41,0.3665768523,13.0474,299.212,0
2018-06-06 11:11:11,0.3631509004,13.23798,299.212,0
2018-06-06 12:16:21,0.3597249485,13.10604,299.212,0
2018-06-06 12:41:12,0.3562989966,13.15002,299.212,0
2018-06-06 13:11:23,0.3494470928,13.13536,299.212,0
2018-06-06 14:19:44,0.3494470928,13.66312,299.212,0
2018-06-06 14:43:37,0.3460211409,13.31128,299.212,0
2018-06-06 15:11:15,0.3460211409,13.58982,299.212,0
2018-06-06 16:42:24,0.342595189,13.01808,299.212,0
2018-06-06 17:11:11,0.3460211409,13.00342,299.212,0
2018-06-06 18:43:56,0.3494470928,12.72488,299.212,0
2018-06-06 19:11:18,0.3562989966,12.78352,299.212,0
2018-06-06 19:41:20,0.3562989966,12.76886,299.212,0
2018-06-06 20:47:47,0.3597249485,12.72488,299.974,0.762
2018-06-06 21:12:33,0.3631509004,12.71022,299.974,0
2018-06-06 21:41:47,0.3631509004,12.6809,300.482,0.508
2018-06-06 22:51:21,0.3768547079,12.6076,306.324,5.842
2018-06-06 23:11:21,0.3939844674,12.69556,307.34,1.016
2018-06-06 23:44:28,0.3974104193,12.69556,308.61,1.27
2018-06-07 00:16:00,0.4042623231,12.69556,309.88,1.27
2018-06-07 00:42:19,0.4111142268,12.6809,310.134,0.254
2018-06-07 02:12:21,0.4145401787,12.63692,312.166,2.032
2018-06-07 02:41:19,0.4111142268,12.59294,315.722,3.556
2018-06-07 04:15:21,0.4522256495,12.6076,319.024,3.302
2018-06-07 04:41:21,0.4556516014,12.6076,319.024,0
2018-06-07 05:11:45,0.4453737457,12.6076,319.278,0.254
2018-06-07 06:19:28,0.4282439863,12.59294,319.532,0.254
2018-06-07 06:44:39,0.4213920825,12.62226,319.786,0.254
2018-06-07 07:12:28,0.4111142268,12.65158,319.786,0
2018-06-07 08:23:28,0.4008363712,12.69556,319.786,0
2018-06-07 08:41:22,0.3939844674,12.6809,320.802,1.016
2018-06-07 09:11:08,0.3939844674,12.7542,321.31,0.508
2018-06-07 10:43:07,0.4282439863,12.88614,327.152,5.842
2018-06-07 11:11:19,0.438521842,13.06206,327.66,0.508
2018-06-07 11:41:25,0.4487996976,13.1207,327.914,0.254
2018-06-07 12:17:51,0.4419477939,13.07672,327.914,0
2018-06-07 12:42:56,0.4350958901,13.22332,328.422,0.508
2018-06-07 13:11:15,0.4350958901,13.09138,330.962,2.54
2018-06-07 14:13:57,0.438521842,13.47254,331.47,0.508
2018-06-07 14:41:18,0.4350958901,13.25264,331.724,0.254
2018-06-07 15:11:17,0.4316699382,13.4139,331.724,0
2018-06-07 16:25:35,0.4179661306,13.23798,331.978,0.254
2018-06-07 16:42:37,0.4145401787,12.93012,334.01,2.032
2018-06-07 17:11:12,0.4145401787,12.87148,334.518,0.508
2018-06-07 18:30:25,0.4179661306,12.7542,334.518,0
2018-06-07 18:45:55,0.4213920825,12.7542,334.518,0
2018-06-07 19:12:29,0.4213920825,12.73954,334.518,0
2018-06-07 20:41:52,0.4213920825,12.69556,334.772,0.254
2018-06-07 21:11:24,0.4213920825,12.69556,335.026,0.254
2018-06-07 22:45:16,0.4111142268,12.65158,335.28,0.254
2018-06-07 23:11:19,0.4042623231,12.65158,335.534,0.254
2018-06-07 23:41:26,0.4008363712,12.63692,335.788,0.254
2018-06-08 00:11:22,0.3974104193,12.63692,336.042,0.254
2018-06-08 00:41:17,0.3939844674,12.62226,336.296,0.254
2018-06-08 02:13:12,0.3871325636,12.59294,336.55,0.254
2018-06-08 02:41:19,0.3837066117,12.59294,336.55,0
2018-06-08 04:17:54,0.3802806598,12.57828,336.55,0
2018-06-08 04:43:48,0.3802806598,12.57828,336.55,0
2018-06-08 06:13:14,0.3802806598,12.56362,336.55,0
2018-06-08 06:41:20,0.3802806598,12.59294,336.55,0
2018-06-08 07:11:22,0.3837066117,12.62226,336.55,0
2018-06-08 08:17:11,0.3837066117,12.72488,336.55,0
2018-06-08 08:42:09,0.3837066117,12.7542,336.55,0
2018-06-08 09:11:14,0.3837066117,12.9008,336.55,0
2018-06-08 10:29:14,0.3802806598,13.01808,336.55,0
2018-06-08 10:45:51,0.3802806598,13.20866,336.55,0
2018-06-08 11:13:02,0.3802806598,13.10604,336.804,0.254
2018-06-08 12:11:59,0.3768547079,13.3406,336.804,0
2018-06-08 12:41:12,0.3734287561,13.31128,336.804,0
2018-06-08 13:15:33,0.3768547079,13.42856,337.058,0.254
2018-06-08 14:15:48,0.3768547079,13.42856,337.312,0.254
2018-06-08 14:41:17,0.3837066117,13.61914,337.566,0.254
2018-06-08 15:11:17,0.3837066117,13.53118,337.566,0
2018-06-08 16:20:22,0.3905585155,13.23798,337.566,0
2018-06-08 16:41:15,0.3905585155,13.39924,337.566,0
2018-06-08 17:11:46,0.3939844674,13.35526,337.566,0
2018-06-08 18:24:07,0.4042623231,12.8275,337.566,0
2018-06-08 18:41:11,0.4042623231,12.79818,337.566,0
2018-06-08 19:11:17,0.4111142268,12.78352,337.566,0
2018-06-08 20:44:49,0.4248180344,12.73954,339.852,2.286
2018-06-08 21:11:15,0.4282439863,12.72488,341.122,1.27
2018-06-08 22:41:21,0.500188976,12.71022,345.694,4.572
2018-06-08 23:13:13,0.5344484949,12.71022,346.202,0.508
2018-06-08 23:42:54,0.5138927836,12.69556,346.71,0.508
2018-06-09 00:12:38,0.500188976,12.69556,346.964,0.254
2018-06-09 00:41:18,0.4830592165,12.65158,348.488,1.524
2018-06-09 02:16:23,0.9318589142,12.57828,374.904,26.416
2018-06-09 02:43:36,1.0175077114,12.62226,383.54,8.636
2018-06-09 04:11:17,0.7708391753,12.63692,402.082,18.542
2018-06-09 04:41:22,0.657782763,12.63692,403.86,1.778
2018-06-09 06:14:33,0.5584301581,12.59294,405.13,1.27
2018-06-09 06:41:26,0.5447263506,12.66624,406.4,1.27
2018-06-09 07:11:36,0.5378744468,12.65158,406.908,0.508
2018-06-09 08:19:24,0.531022543,12.63692,407.67,0.762
2018-06-09 08:41:11,0.5207446873,12.71022,408.178,0.508
2018-06-09 09:13:41,0.5138927836,12.7542,409.956,1.778
2018-06-09 10:23:23,0.5138927836,12.98876,411.226,1.27
2018-06-09 10:41:15,0.5173187354,13.10604,411.226,0
2018-06-09 11:11:12,0.5104668317,13.22332,411.48,0.254
2018-06-09 12:15:10,0.4933370722,13.2673,412.242,0.762
2018-06-09 12:41:11,0.4796332647,13.29662,412.242,0
2018-06-09 14:11:14,0.4727813609,13.66312,412.242,0
2018-06-09 14:43:34,0.5858377733,13.57516,412.242,0
2018-06-09 16:14:16,0.469355409,13.73642,412.242,0
2018-06-09 16:41:22,0.469355409,13.73642,412.242,0
2018-06-09 17:11:18,0.4727813609,13.44322,412.242,0
2018-06-09 18:18:02,0.4727813609,12.87148,412.242,0
2018-06-09 18:41:51,0.4727813609,12.8275,412.242,0
2018-06-09 19:11:27,0.4727813609,12.79818,412.242,0
2018-06-09 20:20:31,0.4727813609,12.78352,412.242,0
2018-06-09 20:41:11,0.4727813609,12.7542,412.75,0.508
2018-06-09 21:12:57,0.4727813609,12.7542,412.75,0
2018-06-09 22:25:28,0.4727813609,12.73954,413.004,0.254
2018-06-09 22:42:15,0.469355409,12.72488,413.004,0
2018-06-09 23:11:21,0.4659294571,12.72488,413.004,0
2018-06-09 23:50:58,0.4590775533,12.71022,413.004,0
2018-06-10 00:11:26,0.4522256495,12.71022,413.004,0
2018-06-10 00:43:03,0.4487996976,12.69556,413.004,0
2018-06-10 01:53:24,0.4350958901,12.6809,413.258,0.254
2018-06-10 02:11:20,0.438521842,12.65158,413.512,0.254
2018-06-10 02:41:16,0.438521842,12.66624,413.766,0.254
2018-06-10 03:56:39,0.4282439863,12.6809,413.766,0
2018-06-10 04:13:44,0.4248180344,12.6809,413.766,0
2018-06-10 04:41:17,0.4248180344,12.6809,414.02,0.254
2018-06-10 06:11:22,0.4248180344,12.63692,414.528,0.508
2018-06-10 06:41:18,0.4248180344,12.66624,414.782,0.254
2018-06-10 07:15:57,0.4248180344,12.6809,415.29,0.508
2018-06-10 08:13:31,0.4282439863,12.6809,415.29,0
2018-06-10 08:41:18,0.4282439863,12.71022,415.29,0
2018-06-10 09:12:00,0.4248180344,12.7542,415.29,0
2018-06-10 10:17:13,0.4145401787,12.8275,415.544,0.254
2018-06-10 10:42:29,0.4179661306,13.53118,415.544,0
2018-06-10 11:11:55,0.4145401787,13.51652,415.544,0
2018-06-10 11:51:53,0.4213920825,13.32594,415.544,0
2018-06-10 12:11:13,0.4213920825,13.64846,415.544,0
2018-06-10 12:43:12,0.4248180344,13.4139,415.798,0.254
2018-06-10 14:12:30,0.4350958901,13.7071,415.798,0
2018-06-10 14:41:12,0.4419477939,13.69244,415.798,0
2018-06-10 16:15:15,0.4487996976,13.67778,415.798,0
2018-06-10 16:41:23,0.4522256495,13.03274,415.798,0
2018-06-10 17:12:23,0.4522256495,12.98876,415.798,0
2018-06-10 18:11:57,0.4556516014,12.81284,415.798,0
2018-06-10 18:41:12,0.4590775533,12.81284,415.798,0
2018-06-10 19:13:19,0.4556516014,12.78352,415.798,0
2018-06-10 20:23:26,0.4590775533,12.76886,415.798,0
2018-06-10 20:41:17,0.4625035052,12.73954,415.798,0
2018-06-10 21:11:32,0.4590775533,12.7542,415.798,0
2018-06-10 22:27:11,0.4556516014,12.72488,415.798,0
2018-06-10 22:43:33,0.4556516014,12.72488,415.798,0
2018-06-10 23:11:20,0.4522256495,12.71022,415.798,0
2018-06-10 23:45:14,0.4453737457,12.69556,415.798,0
2018-06-11 00:11:15,0.4419477939,12.6809,415.798,0
2018-06-11 00:41:26,0.4350958901,12.69556,415.798,0
2018-06-11 01:49:29,0.4316699382,12.69556,415.798,0
2018-06-11 02:12:54,0.4282439863,12.69556,415.798,0
2018-06-11 02:41:17,0.4248180344,12.6809,415.798,0
2018-06-11 03:43:06,0.4179661306,12.65158,415.798,0
2018-06-11 04:11:28,0.4179661306,12.65158,415.798,0
2018-06-11 04:44:12,0.4145401787,12.6076,415.798,0
2018-06-11 06:12:40,0.4145401787,12.62226,415.798,0
2018-06-11 06:41:20,0.4179661306,12.66624,415.798,0
2018-06-11 08:15:40,0.4111142268,12.76886,416.052,0.254
2018-06-11 08:41:59,0.4111142268,12.85682,416.052,0
2018-06-11 10:11:12,0.4042623231,13.194,416.052,0
2018-06-11 10:41:17,0.4042623231,13.25264,416.052,0
2018-06-11 11:17:54,0.4042623231,13.28196,416.052,0
2018-06-11 11:53:17,0.4042623231,13.50186,416.306,0.254
2018-06-11 12:11:14,0.407688275,13.4139,416.306,0
2018-06-11 12:41:12,0.4111142268,13.73642,416.306,0
2018-06-11 13:56:49,0.4145401787,13.73642,416.306,0
2018-06-11 14:12:57,0.4179661306,13.76574,416.306,0
2018-06-11 14:41:16,0.4179661306,13.64846,416.306,0
2018-06-11 16:11:17,0.4316699382,13.75108,416.306,0
2018-06-11 16:41:14,0.4350958901,13.58982,416.306,0
2018-06-11 18:14:00,0.4419477939,12.81284,416.306,0
2018-06-11 18:41:12,0.4419477939,12.76886,416.306,0
2018-06-11 19:11:27,0.4453737457,12.76886,416.306,0
2018-06-11 20:17:25,0.4487996976,12.76886,416.306,0
